date,day_of_week,ingredient,unit,opening_stock,received_qty,usage_qty,wastage_qty,closing_stock,par_level,reorder_point,low_stock_alert,expiry_risk_flag,daily_ingredient_cost_aed 
2025-02-19,Wednesday,Beef Brisket,kg,7.93,0,4.89,0.14,2.9,8,3,1,0,220.05
2025-02-19,Wednesday,Salmon Fillet,portions,15.93,0,11.66,0.17,4.1,18,6,1,0,408.1
2025-02-19,Wednesday,Prawn (Sriracha),portions,12.47,0,6.55,0.28,5.64,12,4,0,0,144.1
2025-02-19,Wednesday,Eggs,pcs,335.32,0,246.14,9.92,79.26,360,100,1,0,196.91
2025-02-19,Wednesday,Milk,litres,31.43,0,25.68,0.99,4.76,40,12,1,0,154.08
2025-02-19,Wednesday,Espresso Beans (Lavazza),kg,5.3,0,2.63,0.01,2.66,5,1.5,0,0,249.85
2025-02-19,Wednesday,Mozzarella Cheese,kg,4.93,0,2.84,0.08,2.01,6,2,0,0,127.8
2025-02-19,Wednesday,Feta Cheese,kg,2.09,0,1.18,0.05,0.86,2,0.5,0,0,44.84
2025-02-19,Wednesday,Parmigiano,kg,1.48,0,0.53,0.01,0.94,1.5,0.4,0,0,29.15
2025-02-19,Wednesday,Avocado,pcs,47.97,0,24.62,0.19,23.16,50,15,0,0,98.48
2025-02-19,Wednesday,Brioche Buns,pcs,131.19,0,69.57,2.2,59.42,120,40,0,0,173.92
2025-02-19,Wednesday,Sourdough Bread,loaves,15.13,0,8.53,0.08,6.52,18,5,0,0,102.36
2025-02-19,Wednesday,Croissant,pcs,30.59,0,19.72,0.4,10.47,35,10,0,0,78.88
2025-02-19,Wednesday,French Fries (frozen),kg,24.63,0,16.84,0.45,7.34,28,8,1,0,151.56
2025-02-19,Wednesday,Sweet Corn,kg,3.27,0,1.76,0.01,1.5,4,1,0,0,12.32
2025-02-19,Wednesday,Green Peas,kg,1.56,0,0.64,0.03,0.89,1.5,0.4,0,0,5.12
2025-02-19,Wednesday,Lemon Juice,ml,2148.0,0,982.29,34.88,1130.83,2000,500,0,0,19.65
2025-02-19,Wednesday,Olive Oil,litres,1.21,0,0.6,0.02,0.59,1.5,0.4,0,0,21.0
2025-02-19,Wednesday,White Sugar,kg,2.56,0,1.4,0.06,1.1,3,0.8,0,0,5.6
2025-02-19,Wednesday,Strawberries,kg,7.04,0,4.16,0.17,2.71,7,2,0,0,91.52
2025-02-19,Wednesday,Banana,kg,10.73,0,5.51,0.11,5.11,10,3,0,0,44.08
2025-02-19,Wednesday,Acai (frozen),kg,8.55,0,4.1,0.0,4.45,8,2.5,0,0,266.5
2025-02-19,Wednesday,Granola,kg,3.22,0,1.37,0.03,1.82,3,0.8,0,0,24.66
2025-02-19,Wednesday,Chia Seeds,kg,1.09,0,0.38,0.02,0.69,1,0.2,0,0,11.4
2025-02-19,Wednesday,Nutella,kg,3.36,0,1.99,0.02,1.35,4,1,0,0,55.72
2025-02-19,Wednesday,Maple Syrup,litres,1.5,0,1.17,0.03,0.3,2,0.5,1,0,49.14
2025-02-19,Wednesday,Hashbrown (frozen),pcs,128.43,0,75.27,3.39,49.77,120,40,0,0,112.91
2025-02-19,Wednesday,Bacon Strips,pcs,64.98,0,46.93,1.93,16.12,80,25,1,0,140.79
2025-02-19,Wednesday,Chicken Sausage,pcs,38.18,0,21.55,1.0,15.63,50,15,0,0,86.2
2025-02-19,Wednesday,Chicken Hotdog,pcs,12.19,0,5.7,0.0,6.49,15,5,0,0,28.5
2025-02-19,Wednesday,Beef Hotdog,pcs,15.71,0,9.55,0.35,5.81,20,6,1,0,57.3
2025-02-19,Wednesday,Mushrooms,kg,3.43,0,2.17,0.01,1.25,4,1,0,0,39.06
2025-02-19,Wednesday,Carrot,pcs,7.23,0,2.81,0.14,4.28,8,3,0,0,2.81
2025-02-19,Wednesday,Capsicum,kg,3.83,0,2.53,0.1,1.2,5,1.5,1,0,25.3
2025-02-19,Wednesday,Spinach,kg,2.99,0,1.25,0.01,1.73,3,0.8,0,0,15.0
2025-02-19,Wednesday,Tortilla Wraps,pcs,57.93,0,32.04,1.43,24.46,70,20,0,0,38.45
2025-02-19,Wednesday,Pasta (various),kg,10.41,0,5.43,0.1,4.88,10,3,0,0,43.44
2025-02-19,Wednesday,Sriracha Sauce,litres,0.77,0,0.58,0.01,0.18,1,0.3,1,0,14.5
2025-02-19,Wednesday,BBQ Sauce,litres,1.07,0,0.4,0.02,0.65,1,0.2,0,0,7.2
2025-02-19,Wednesday,Chocolate (cooking),kg,2.13,0,1.11,0.02,1.0,2,0.5,0,0,35.52
2025-02-19,Wednesday,Coconut Flakes,kg,0.87,0,0.52,0.0,0.35,1,0.3,0,0,10.4
2025-02-19,Wednesday,Peanut Butter,kg,1.65,0,0.7,0.02,0.93,1.5,0.4,0,0,12.6
2025-02-19,Wednesday,Gloves (box),boxes,3.05,0,0.21,0.01,2.83,3,1,0,0,4.62
2025-02-20,Thursday,Chicken Breast,kg,20.94,39.2,16.06,0.46,43.62,25,10,0,0,449.68
2025-02-20,Thursday,Beef Patty (Wagyu),pcs,78.81,164.5,66.7,2.05,174.56,100,30,0,0,1200.6
2025-02-20,Thursday,Ribeye Steak,portions,11.46,24.5,7.68,0.02,28.26,15,5,0,0,422.4
2025-02-20,Thursday,Beef Brisket,kg,6.33,12.25,4.61,0.19,13.78,8,3,0,0,207.45
2025-02-20,Thursday,Salmon Fillet,portions,18.5,28.0,8.7,0.05,37.75,18,6,0,0,304.5
2025-02-20,Thursday,Prawn (Sriracha),portions,10.36,17.5,7.02,0.2,20.64,12,4,0,0,154.44
2025-02-20,Thursday,Eggs,pcs,335.32,630.0,211.38,0.26,753.68,360,100,0,0,169.1
2025-02-20,Thursday,Milk,litres,30.59,63.0,25.63,0.75,67.21,40,12,0,0,153.78
2025-02-20,Thursday,Espresso Beans (Lavazza),kg,4.29,6.3,2.34,0.02,8.23,5,1.5,0,0,222.3
2025-02-20,Thursday,Mozzarella Cheese,kg,4.82,8.75,3.05,0.05,10.47,6,2,0,0,137.25
2025-02-20,Thursday,Feta Cheese,kg,1.7,2.8,0.86,0.03,3.61,2,0.5,0,0,32.68
2025-02-20,Thursday,Parmigiano,kg,1.43,1.75,0.59,0.01,2.58,1.5,0.4,0,0,32.45
2025-02-20,Thursday,Avocado,pcs,53.74,77.0,30.14,0.45,100.15,50,15,0,1,120.56
2025-02-20,Thursday,Brioche Buns,pcs,115.28,210.0,69.75,2.89,252.64,120,40,0,0,174.38
2025-02-20,Thursday,Sourdough Bread,loaves,18.33,28.0,8.53,0.12,37.68,18,5,0,0,102.36
2025-02-20,Thursday,Croissant,pcs,37.4,52.5,19.42,0.16,70.32,35,10,0,1,77.68
2025-02-20,Thursday,French Fries (frozen),kg,28.43,42.0,15.96,0.41,54.06,28,8,0,0,143.64
2025-02-20,Thursday,Sweet Corn,kg,3.23,5.6,1.91,0.08,6.84,4,1,0,0,13.37
2025-02-20,Thursday,Green Peas,kg,1.33,1.75,0.7,0.01,2.37,1.5,0.4,0,0,5.6
2025-02-20,Thursday,Lemon Juice,ml,1702.23,2800.0,842.38,20.52,3639.33,2000,500,0,0,16.85
2025-02-20,Thursday,Olive Oil,litres,1.64,1.75,0.72,0.03,2.64,1.5,0.4,0,0,25.2
2025-02-20,Thursday,White Sugar,kg,2.61,3.5,1.33,0.06,4.72,3,0.8,0,0,5.32
2025-02-20,Thursday,Strawberries,kg,6.93,10.5,4.13,0.06,13.24,7,2,0,1,90.86
2025-02-20,Thursday,Banana,kg,9.09,14.0,4.36,0.1,18.63,10,3,0,0,34.88
2025-02-20,Thursday,Acai (frozen),kg,8.05,12.25,4.78,0.08,15.44,8,2.5,0,0,310.7
2025-02-20,Thursday,Granola,kg,3.08,4.2,1.49,0.04,5.75,3,0.8,0,0,26.82
2025-02-20,Thursday,Chia Seeds,kg,0.95,1.05,0.38,0.01,1.61,1,0.2,0,0,11.4
2025-02-20,Thursday,Nutella,kg,4.37,5.25,2.02,0.09,7.51,4,1,0,0,56.56
2025-02-20,Thursday,Maple Syrup,litres,2.03,2.8,1.05,0.01,3.77,2,0.5,0,0,44.1
2025-02-20,Thursday,Hashbrown (frozen),pcs,122.09,192.5,67.78,0.65,246.16,120,40,0,0,101.67
2025-02-20,Thursday,Bacon Strips,pcs,72.51,122.5,38.68,1.43,154.9,80,25,0,0,116.04
2025-02-20,Thursday,Chicken Sausage,pcs,51.59,70.0,20.67,0.11,100.81,50,15,0,0,82.68
2025-02-20,Thursday,Chicken Hotdog,pcs,15.14,14.0,4.94,0.19,24.01,15,5,0,0,24.7
2025-02-20,Thursday,Beef Hotdog,pcs,16.82,28.0,8.83,0.15,35.84,20,6,0,0,52.98
2025-02-20,Thursday,Mushrooms,kg,3.58,5.25,1.97,0.0,6.86,4,1,0,1,35.46
2025-02-20,Thursday,Carrot,pcs,7.0,7.0,2.39,0.11,11.5,8,3,0,0,2.39
2025-02-20,Thursday,Capsicum,kg,4.61,7.0,2.74,0.12,8.75,5,1.5,0,0,27.4
2025-02-20,Thursday,Spinach,kg,2.78,3.5,1.23,0.02,5.03,3,0.8,0,1,14.76
2025-02-20,Thursday,Tortilla Wraps,pcs,67.74,105.0,33.36,0.04,139.34,70,20,0,0,40.03
2025-02-20,Thursday,Pasta (various),kg,10.88,14.0,4.72,0.17,19.99,10,3,0,0,37.76
2025-02-20,Thursday,Sriracha Sauce,litres,0.94,1.4,0.54,0.02,1.78,1,0.3,0,0,13.5
2025-02-20,Thursday,BBQ Sauce,litres,0.91,1.05,0.43,0.01,1.52,1,0.2,0,0,7.74
2025-02-20,Thursday,Chocolate (cooking),kg,1.77,2.8,1.18,0.05,3.34,2,0.5,0,0,37.76
2025-02-20,Thursday,Coconut Flakes,kg,1.08,1.4,0.55,0.02,1.91,1,0.3,0,0,11.0
2025-02-20,Thursday,Peanut Butter,kg,1.58,2.1,0.65,0.01,3.02,1.5,0.4,0,0,11.7
2025-02-20,Thursday,Gloves (box),boxes,2.63,0.53,0.16,0.0,3.0,3,1,0,0,3.52
2025-02-21,Friday,Chicken Breast,kg,20.44,0,19.71,0.64,0.09,25,10,1,0,551.88
2025-02-21,Friday,Beef Patty (Wagyu),pcs,107.42,0,65.76,3.26,38.4,100,30,0,0,1183.68
2025-02-21,Friday,Ribeye Steak,portions,12.98,0,13.22,0.41,0,15,5,1,0,727.1
2025-02-21,Friday,Beef Brisket,kg,6.1,0,6.77,0.19,0,8,3,1,0,304.65
2025-02-21,Friday,Salmon Fillet,portions,15.69,0,11.2,0.06,4.43,18,6,1,0,392.0
2025-02-21,Friday,Prawn (Sriracha),portions,9.72,0,8.38,0.27,1.07,12,4,1,0,184.36
2025-02-21,Friday,Eggs,pcs,385.04,0,263.8,6.93,114.31,360,100,0,0,211.04
2025-02-21,Friday,Milk,litres,37.89,0,29.51,0.7,7.68,40,12,1,0,177.06
2025-02-21,Friday,Espresso Beans (Lavazza),kg,5.35,0,2.53,0.1,2.72,5,1.5,0,0,240.35
2025-02-21,Friday,Mozzarella Cheese,kg,4.71,0,3.56,0.09,1.06,6,2,1,0,160.2
2025-02-21,Friday,Feta Cheese,kg,1.97,0,1.21,0.04,0.72,2,0.5,0,0,45.98
2025-02-21,Friday,Parmigiano,kg,1.14,0,0.82,0.02,0.3,1.5,0.4,1,0,45.1
2025-02-21,Friday,Avocado,pcs,38.17,0,38.4,0.25,0,50,15,1,0,153.6
2025-02-21,Friday,Brioche Buns,pcs,90.43,0,107.17,2.25,0,120,40,1,0,267.93
2025-02-21,Friday,Sourdough Bread,loaves,14.32,0,14.8,0.55,0,18,5,1,0,177.6
2025-02-21,Friday,Croissant,pcs,26.52,0,21.47,0.15,4.9,35,10,1,0,85.88
2025-02-21,Friday,French Fries (frozen),kg,27.0,0,18.84,0.07,8.09,28,8,0,0,169.56
2025-02-21,Friday,Sweet Corn,kg,3.71,0,3.14,0.02,0.55,4,1,1,0,21.98
2025-02-21,Friday,Green Peas,kg,1.24,0,0.85,0.03,0.36,1.5,0.4,1,0,6.8
2025-02-21,Friday,Lemon Juice,ml,1979.55,0,1155.31,18.18,806.06,2000,500,0,0,23.11
2025-02-21,Friday,Olive Oil,litres,1.43,0,0.97,0.01,0.45,1.5,0.4,0,0,33.95
2025-02-21,Friday,White Sugar,kg,3.22,0,1.82,0.0,1.4,3,0.8,0,0,7.28
2025-02-21,Friday,Strawberries,kg,6.11,0,4.68,0.01,1.42,7,2,1,0,102.96
2025-02-21,Friday,Banana,kg,9.32,0,5.91,0.15,3.26,10,3,0,0,47.28
2025-02-21,Friday,Acai (frozen),kg,7.29,0,6.36,0.18,0.75,8,2.5,1,0,413.4
2025-02-21,Friday,Granola,kg,3.04,0,1.67,0.01,1.36,3,0.8,0,0,30.06
2025-02-21,Friday,Chia Seeds,kg,0.89,0,0.56,0.01,0.32,1,0.2,0,0,16.8
2025-02-21,Friday,Nutella,kg,3.53,0,2.57,0.1,0.86,4,1,1,0,71.96
2025-02-21,Friday,Maple Syrup,litres,1.62,0,1.17,0.0,0.45,2,0.5,1,0,49.14
2025-02-21,Friday,Hashbrown (frozen),pcs,117.98,0,83.28,1.76,32.94,120,40,1,0,124.92
2025-02-21,Friday,Bacon Strips,pcs,64.19,0,60.47,2.21,1.51,80,25,1,0,181.41
2025-02-21,Friday,Chicken Sausage,pcs,45.4,0,36.61,0.71,8.08,50,15,1,0,146.44
2025-02-21,Friday,Chicken Hotdog,pcs,16.43,0,6.82,0.04,9.57,15,5,0,0,34.1
2025-02-21,Friday,Beef Hotdog,pcs,20.61,0,14.98,0.09,5.54,20,6,1,0,89.88
2025-02-21,Friday,Mushrooms,kg,3.12,0,2.61,0.13,0.38,4,1,1,0,46.98
2025-02-21,Friday,Carrot,pcs,7.96,0,3.73,0.09,4.14,8,3,0,0,3.73
2025-02-21,Friday,Capsicum,kg,4.37,0,3.86,0.19,0.32,5,1.5,1,0,38.6
2025-02-21,Friday,Spinach,kg,2.84,0,1.77,0.03,1.04,3,0.8,0,0,21.24
2025-02-21,Friday,Tortilla Wraps,pcs,72.99,0,57.5,0.69,14.8,70,20,1,0,69.0
2025-02-21,Friday,Pasta (various),kg,8.99,0,7.23,0.27,1.49,10,3,1,0,57.84
2025-02-21,Friday,Sriracha Sauce,litres,0.9,0,0.59,0.01,0.3,1,0.3,1,0,14.75
2025-02-21,Friday,BBQ Sauce,litres,0.91,0,0.53,0.01,0.37,1,0.2,0,0,9.54
2025-02-21,Friday,Chocolate (cooking),kg,1.94,0,1.5,0.0,0.44,2,0.5,1,0,48.0
2025-02-21,Friday,Coconut Flakes,kg,0.97,0,0.77,0.03,0.17,1,0.3,1,0,15.4
2025-02-21,Friday,Peanut Butter,kg,1.63,0,0.96,0.03,0.64,1.5,0.4,0,0,17.28
2025-02-21,Friday,Gloves (box),boxes,2.58,0,0.29,0.01,2.28,3,1,0,0,6.38
2025-02-22,Saturday,Chicken Breast,kg,25.32,0,15.5,0.21,9.61,25,10,1,0,434.0
2025-02-22,Saturday,Beef Patty (Wagyu),pcs,109.07,0,72.2,1.28,35.59,100,30,0,0,1299.6
2025-02-22,Saturday,Ribeye Steak,portions,11.97,0,12.27,0.2,0,15,5,1,0,674.85
2025-02-22,Saturday,Beef Brisket,kg,8.0,0,5.19,0.09,2.72,8,3,1,0,233.55
2025-02-22,Saturday,Salmon Fillet,portions,15.6,0,14.1,0.04,1.46,18,6,1,0,493.5
2025-02-22,Saturday,Prawn (Sriracha),portions,11.66,0,9.49,0.34,1.83,12,4,1,0,208.78
2025-02-22,Saturday,Eggs,pcs,296.5,0,357.97,17.87,0,360,100,1,0,286.38
2025-02-22,Saturday,Milk,litres,33.37,0,29.79,0.19,3.39,40,12,1,0,178.74
2025-02-22,Saturday,Espresso Beans (Lavazza),kg,3.88,0,3.05,0.15,0.68,5,1.5,1,0,289.75
2025-02-22,Saturday,Mozzarella Cheese,kg,6.0,0,4.52,0.21,1.27,6,2,1,0,203.4
2025-02-22,Saturday,Feta Cheese,kg,1.7,0,1.11,0.03,0.56,2,0.5,0,0,42.18
2025-02-22,Saturday,Parmigiano,kg,1.36,0,0.74,0.01,0.61,1.5,0.4,0,0,40.7
2025-02-22,Saturday,Avocado,pcs,40.94,0,38.43,1.74,0.77,50,15,1,0,153.72
2025-02-22,Saturday,Brioche Buns,pcs,125.7,0,85.27,3.38,37.05,120,40,1,0,213.17
2025-02-22,Saturday,Sourdough Bread,loaves,14.67,0,15.24,0.25,0,18,5,1,0,182.88
2025-02-22,Saturday,Croissant,pcs,34.36,0,28.51,1.23,4.62,35,10,1,0,114.04
2025-02-22,Saturday,French Fries (frozen),kg,27.54,0,23.78,1.18,2.58,28,8,1,0,214.02
2025-02-22,Saturday,Sweet Corn,kg,3.88,0,2.35,0.05,1.48,4,1,0,0,16.45
2025-02-22,Saturday,Green Peas,kg,1.55,0,0.89,0.0,0.66,1.5,0.4,0,0,7.12
2025-02-22,Saturday,Lemon Juice,ml,1980.59,0,1145.93,50.77,783.89,2000,500,0,0,22.92
2025-02-22,Saturday,Olive Oil,litres,1.2,0,0.84,0.0,0.36,1.5,0.4,1,0,29.4
2025-02-22,Saturday,White Sugar,kg,3.27,0,1.95,0.09,1.23,3,0.8,0,0,7.8
2025-02-22,Saturday,Strawberries,kg,6.24,0,4.19,0.04,2.01,7,2,0,0,92.18
2025-02-22,Saturday,Banana,kg,8.72,0,6.96,0.08,1.68,10,3,1,0,55.68
2025-02-22,Saturday,Acai (frozen),kg,6.44,0,5.86,0.21,0.37,8,2.5,1,0,380.9
2025-02-22,Saturday,Granola,kg,2.41,0,1.83,0.01,0.57,3,0.8,1,0,32.94
2025-02-22,Saturday,Chia Seeds,kg,0.85,0,0.58,0.02,0.25,1,0.2,0,0,17.4
2025-02-22,Saturday,Nutella,kg,4.32,0,2.78,0.0,1.54,4,1,0,0,77.84
2025-02-22,Saturday,Maple Syrup,litres,2.18,0,1.52,0.02,0.64,2,0.5,0,0,63.84
2025-02-22,Saturday,Hashbrown (frozen),pcs,116.37,0,88.06,3.47,24.84,120,40,1,0,132.09
2025-02-22,Saturday,Bacon Strips,pcs,66.9,0,60.73,1.3,4.87,80,25,1,0,182.19
2025-02-22,Saturday,Chicken Sausage,pcs,50.81,0,37.53,0.11,13.17,50,15,1,0,150.12
2025-02-22,Saturday,Chicken Hotdog,pcs,14.69,0,7.86,0.15,6.68,15,5,0,0,39.3
2025-02-22,Saturday,Beef Hotdog,pcs,20.88,0,11.52,0.01,9.35,20,6,0,0,69.12
2025-02-22,Saturday,Mushrooms,kg,3.54,0,2.91,0.09,0.54,4,1,1,0,52.38
2025-02-22,Saturday,Carrot,pcs,7.96,0,3.1,0.08,4.78,8,3,0,0,3.1
2025-02-22,Saturday,Capsicum,kg,4.21,0,3.35,0.0,0.86,5,1.5,1,0,33.5
2025-02-22,Saturday,Spinach,kg,2.4,0,1.91,0.02,0.47,3,0.8,1,0,22.92
2025-02-22,Saturday,Tortilla Wraps,pcs,66.16,0,49.86,0.57,15.73,70,20,1,0,59.83
2025-02-22,Saturday,Pasta (various),kg,8.79,0,5.68,0.01,3.1,10,3,0,0,45.44
2025-02-22,Saturday,Sriracha Sauce,litres,0.86,0,0.77,0.03,0.06,1,0.3,1,0,19.25
2025-02-22,Saturday,BBQ Sauce,litres,0.78,0,0.49,0.02,0.27,1,0.2,0,0,8.82
2025-02-22,Saturday,Chocolate (cooking),kg,2.13,0,1.32,0.03,0.78,2,0.5,0,0,42.24
2025-02-22,Saturday,Coconut Flakes,kg,0.9,0,0.64,0.01,0.25,1,0.3,1,0,12.8
2025-02-22,Saturday,Peanut Butter,kg,1.28,0,0.93,0.03,0.32,1.5,0.4,1,0,16.74
2025-02-22,Saturday,Gloves (box),boxes,2.85,0,0.26,0.01,2.58,3,1,0,0,5.72
2025-02-23,Sunday,Chicken Breast,kg,27.08,0,22.0,0.76,4.32,25,10,1,0,616.0
2025-02-23,Sunday,Beef Patty (Wagyu),pcs,95.06,0,70.35,1.57,23.14,100,30,1,0,1266.3
2025-02-23,Sunday,Ribeye Steak,portions,11.27,0,11.74,0.08,0,15,5,1,0,645.7
2025-02-23,Sunday,Beef Brisket,kg,7.9,0,4.88,0.14,2.88,8,3,1,0,219.6
2025-02-23,Sunday,Salmon Fillet,portions,13.64,0,11.21,0.33,2.1,18,6,1,0,392.35
2025-02-23,Sunday,Prawn (Sriracha),portions,11.17,0,9.76,0.28,1.13,12,4,1,0,214.72
2025-02-23,Sunday,Eggs,pcs,384.2,0,266.5,1.47,116.23,360,100,0,0,213.2
2025-02-23,Sunday,Milk,litres,36.8,0,27.75,0.73,8.32,40,12,1,0,166.5
2025-02-23,Sunday,Espresso Beans (Lavazza),kg,4.98,0,2.78,0.13,2.07,5,1.5,0,0,264.1
2025-02-23,Sunday,Mozzarella Cheese,kg,5.06,0,4.89,0.08,0.09,6,2,1,0,220.05
2025-02-23,Sunday,Feta Cheese,kg,2.0,0,1.47,0.02,0.51,2,0.5,0,0,55.86
2025-02-23,Sunday,Parmigiano,kg,1.14,0,0.94,0.02,0.18,1.5,0.4,1,0,51.7
2025-02-23,Sunday,Avocado,pcs,44.78,0,34.2,0.34,10.24,50,15,1,0,136.8
2025-02-23,Sunday,Brioche Buns,pcs,116.23,0,118.86,3.6,0,120,40,1,0,297.15
2025-02-23,Sunday,Sourdough Bread,loaves,18.1,0,12.68,0.05,5.37,18,5,0,0,152.16
2025-02-23,Sunday,Croissant,pcs,30.61,0,25.55,0.03,5.03,35,10,1,0,102.2
2025-02-23,Sunday,French Fries (frozen),kg,30.38,0,23.69,0.9,5.79,28,8,1,0,213.21
2025-02-23,Sunday,Sweet Corn,kg,4.12,0,2.73,0.05,1.34,4,1,0,0,19.11
2025-02-23,Sunday,Green Peas,kg,1.4,0,0.95,0.03,0.42,1.5,0.4,0,0,7.6
2025-02-23,Sunday,Lemon Juice,ml,2060.18,0,1477.35,16.17,566.66,2000,500,0,0,29.55
2025-02-23,Sunday,Olive Oil,litres,1.2,0,0.74,0.02,0.44,1.5,0.4,0,0,25.9
2025-02-23,Sunday,White Sugar,kg,2.76,0,1.48,0.07,1.21,3,0.8,0,0,5.92
2025-02-23,Sunday,Strawberries,kg,7.58,0,5.08,0.2,2.3,7,2,0,0,111.76
2025-02-23,Sunday,Banana,kg,8.79,0,5.75,0.11,2.93,10,3,1,0,46.0
2025-02-23,Sunday,Acai (frozen),kg,6.79,0,6.17,0.1,0.52,8,2.5,1,0,401.05
2025-02-23,Sunday,Granola,kg,2.73,0,2.08,0.01,0.64,3,0.8,1,0,37.44
2025-02-23,Sunday,Chia Seeds,kg,0.92,0,0.53,0.01,0.38,1,0.2,0,0,15.9
2025-02-23,Sunday,Nutella,kg,4.12,0,2.25,0.03,1.84,4,1,0,0,63.0
2025-02-23,Sunday,Maple Syrup,litres,1.94,0,1.24,0.06,0.64,2,0.5,0,0,52.08
2025-02-23,Sunday,Hashbrown (frozen),pcs,127.8,0,104.98,1.66,21.16,120,40,1,0,157.47
2025-02-23,Sunday,Bacon Strips,pcs,68.66,0,66.51,0.78,1.37,80,25,1,0,199.53
2025-02-23,Sunday,Chicken Sausage,pcs,51.3,0,34.09,0.37,16.84,50,15,0,0,136.36
2025-02-23,Sunday,Chicken Hotdog,pcs,11.37,0,7.29,0.1,3.98,15,5,1,0,36.45
2025-02-23,Sunday,Beef Hotdog,pcs,15.12,0,11.42,0.18,3.52,20,6,1,0,68.52
2025-02-23,Sunday,Mushrooms,kg,4.37,0,2.54,0.12,1.71,4,1,0,0,45.72
2025-02-23,Sunday,Carrot,pcs,6.97,0,2.94,0.11,3.92,8,3,0,0,2.94
2025-02-23,Sunday,Capsicum,kg,4.96,0,3.38,0.07,1.51,5,1.5,0,0,33.8
2025-02-23,Sunday,Spinach,kg,3.08,0,1.49,0.02,1.57,3,0.8,0,0,17.88
2025-02-23,Sunday,Tortilla Wraps,pcs,66.29,0,57.56,0.67,8.06,70,20,1,0,69.07
2025-02-23,Sunday,Pasta (various),kg,9.02,0,7.5,0.25,1.27,10,3,1,0,60.0
2025-02-23,Sunday,Sriracha Sauce,litres,0.89,0,0.58,0.01,0.3,1,0.3,1,0,14.5
2025-02-23,Sunday,BBQ Sauce,litres,0.91,0,0.45,0.01,0.45,1,0.2,0,0,8.1
2025-02-23,Sunday,Chocolate (cooking),kg,2.16,0,1.56,0.05,0.55,2,0.5,0,0,49.92
2025-02-23,Sunday,Coconut Flakes,kg,0.91,0,0.79,0.04,0.08,1,0.3,1,0,15.8
2025-02-23,Sunday,Peanut Butter,kg,1.45,0,0.91,0.03,0.51,1.5,0.4,0,0,16.38
2025-02-23,Sunday,Gloves (box),boxes,2.72,0,0.25,0.01,2.46,3,1,0,0,5.5
2025-02-24,Monday,Chicken Breast,kg,26.92,39.2,12.63,0.13,53.36,25,10,0,0,353.64
2025-02-24,Monday,Beef Patty (Wagyu),pcs,109.0,164.5,68.27,0.93,204.3,100,30,0,0,1228.86
2025-02-24,Monday,Ribeye Steak,portions,15.25,24.5,8.97,0.28,30.5,15,5,0,0,493.35
2025-02-24,Monday,Beef Brisket,kg,7.15,12.25,4.67,0.11,14.62,8,3,0,0,210.15
2025-02-24,Monday,Salmon Fillet,portions,16.11,28.0,8.91,0.2,35.0,18,6,0,0,311.85
2025-02-24,Monday,Prawn (Sriracha),portions,10.6,17.5,5.93,0.02,22.15,12,4,0,0,130.46
2025-02-24,Monday,Eggs,pcs,279.02,630.0,235.67,7.66,665.69,360,100,0,0,188.54
2025-02-24,Monday,Milk,litres,37.25,63.0,22.4,0.02,77.83,40,12,0,0,134.4
2025-02-24,Monday,Espresso Beans (Lavazza),kg,3.77,6.3,2.04,0.01,8.02,5,1.5,0,0,193.8
2025-02-24,Monday,Mozzarella Cheese,kg,5.09,8.75,3.33,0.08,10.43,6,2,0,0,149.85
2025-02-24,Monday,Feta Cheese,kg,2.15,2.8,1.13,0.05,3.77,2,0.5,0,0,42.94
2025-02-24,Monday,Parmigiano,kg,1.39,1.75,0.65,0.02,2.47,1.5,0.4,0,0,35.75
2025-02-24,Monday,Avocado,pcs,45.82,77.0,26.02,0.54,96.26,50,15,0,1,104.08
2025-02-24,Monday,Brioche Buns,pcs,109.79,210.0,86.6,3.06,230.13,120,40,0,0,216.5
2025-02-24,Monday,Sourdough Bread,loaves,16.07,28.0,10.49,0.13,33.45,18,5,0,0,125.88
2025-02-24,Monday,Croissant,pcs,32.09,52.5,20.5,1.02,63.07,35,10,0,1,82.0
2025-02-24,Monday,French Fries (frozen),kg,23.34,42.0,12.86,0.17,52.31,28,8,0,0,115.74
2025-02-24,Monday,Sweet Corn,kg,3.51,5.6,2.29,0.05,6.77,4,1,0,0,16.03
2025-02-24,Monday,Green Peas,kg,1.59,1.75,0.74,0.01,2.59,1.5,0.4,0,0,5.92
2025-02-24,Monday,Lemon Juice,ml,1503.49,2800.0,932.46,37.79,3333.24,2000,500,0,0,18.65
2025-02-24,Monday,Olive Oil,litres,1.5,1.75,0.59,0.01,2.65,1.5,0.4,0,0,20.65
2025-02-24,Monday,White Sugar,kg,2.62,3.5,1.41,0.01,4.7,3,0.8,0,0,5.64
2025-02-24,Monday,Strawberries,kg,7.16,10.5,4.03,0.12,13.51,7,2,0,1,88.66
2025-02-24,Monday,Banana,kg,8.59,14.0,4.82,0.05,17.72,10,3,0,0,38.56
2025-02-24,Monday,Acai (frozen),kg,6.91,12.25,5.01,0.09,14.06,8,2.5,0,0,325.65
2025-02-24,Monday,Granola,kg,3.24,4.2,1.66,0.0,5.78,3,0.8,0,0,29.88
2025-02-24,Monday,Chia Seeds,kg,0.92,1.05,0.36,0.0,1.61,1,0.2,0,0,10.8
2025-02-24,Monday,Nutella,kg,3.72,5.25,2.08,0.01,6.88,4,1,0,0,58.24
