date,time_slot,item,base_price_aed,discounted_price_aed,discount_pct,morning_stock,units_sold_at_discount,remaining_stock,revenue_from_discount_aed,waste_units_avoided,discount_triggered
2025-01-14,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,4,13,78.4,4,1
2025-01-14,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,1,12,16.8,1,1
2025-01-15,18:00,Croissant - Plain Butter,10,8.0,20,19,4,7,32.0,4,1
2025-01-15,19:00,Croissant - Plain Butter,10,7.0,30,19,1,6,7.0,1,1
2025-01-15,20:00,Croissant - Plain Butter,10,6.0,40,19,0,6,0.0,0,0
2025-01-15,18:00,Assorted Cakes,15,12.0,20,17,4,7,48.0,4,1
2025-01-15,19:00,Assorted Cakes,15,10.5,30,17,2,5,21.0,2,1
2025-01-15,20:00,Assorted Cakes,15,9.0,40,17,1,4,9.0,1,1
2025-01-15,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,0,3,0.0,0,0
2025-01-15,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,2,1,39.2,2,1
2025-01-15,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,1,0,16.8,1,1
2025-01-16,18:00,Croissant - Plain Butter,10,8.0,20,21,4,13,32.0,4,1
2025-01-16,19:00,Croissant - Plain Butter,10,7.0,30,21,2,11,14.0,2,1
2025-01-16,20:00,Croissant - Plain Butter,10,6.0,40,21,3,8,18.0,3,1
2025-01-16,18:00,Assorted Cakes,15,12.0,20,17,5,0,60.0,5,1
2025-01-16,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,4,0,89.6,4,1
2025-01-17,18:00,Croissant - Plain Butter,10,8.0,20,21,0,2,0.0,0,0
2025-01-17,19:00,Croissant - Plain Butter,10,7.0,30,21,0,2,0.0,0,0
2025-01-17,20:00,Croissant - Plain Butter,10,6.0,40,21,1,1,6.0,1,1
2025-01-17,18:00,Assorted Cakes,15,12.0,20,13,4,3,48.0,4,1
2025-01-17,19:00,Assorted Cakes,15,10.5,30,13,0,3,0.0,0,0
2025-01-17,20:00,Assorted Cakes,15,9.0,40,13,2,1,18.0,2,1
2025-01-17,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,1,7,22.4,1,1
2025-01-17,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,4,3,78.4,4,1
2025-01-17,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,0,3,0.0,0,0
2025-01-18,18:00,Croissant - Plain Butter,10,8.0,20,12,2,3,16.0,2,1
2025-01-18,19:00,Croissant - Plain Butter,10,7.0,30,12,3,0,21.0,3,1
2025-01-18,18:00,Assorted Cakes,15,12.0,20,17,0,3,0.0,0,0
2025-01-18,19:00,Assorted Cakes,15,10.5,30,17,1,2,10.5,1,1
2025-01-18,20:00,Assorted Cakes,15,9.0,40,17,0,2,0.0,0,0
2025-01-18,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,5,7,112.0,5,1
2025-01-18,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,3,4,58.8,3,1
2025-01-18,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,0,4,0.0,0,0
2025-01-19,18:00,Croissant - Plain Butter,10,8.0,20,19,0,6,0.0,0,0
2025-01-19,19:00,Croissant - Plain Butter,10,7.0,30,19,5,1,35.0,5,1
2025-01-19,20:00,Croissant - Plain Butter,10,6.0,40,19,1,0,6.0,1,1
2025-01-19,18:00,Assorted Cakes,15,12.0,20,15,0,5,0.0,0,0
2025-01-19,19:00,Assorted Cakes,15,10.5,30,15,1,4,10.5,1,1
2025-01-19,20:00,Assorted Cakes,15,9.0,40,15,4,0,36.0,4,1
2025-01-19,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,0,8,0.0,0,0
2025-01-19,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,1,7,19.6,1,1
2025-01-19,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,0,7,0.0,0,0
2025-01-20,18:00,Croissant - Plain Butter,10,8.0,20,20,1,12,8.0,1,1
2025-01-20,19:00,Croissant - Plain Butter,10,7.0,30,20,3,9,21.0,3,1
2025-01-20,20:00,Croissant - Plain Butter,10,6.0,40,20,1,8,6.0,1,1
2025-01-20,18:00,Assorted Cakes,15,12.0,20,19,1,1,12.0,1,1
2025-01-20,19:00,Assorted Cakes,15,10.5,30,19,1,0,10.5,1,1
2025-01-20,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,2,2,44.8,2,1
2025-01-20,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,2,0,39.2,2,1
2025-01-21,18:00,Croissant - Plain Butter,10,8.0,20,12,4,1,32.0,4,1
2025-01-21,19:00,Croissant - Plain Butter,10,7.0,30,12,1,0,7.0,1,1
2025-01-21,18:00,Assorted Cakes,15,12.0,20,20,3,0,36.0,3,1
2025-01-21,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,1,4,22.4,1,1
2025-01-21,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,2,2,39.2,2,1
2025-01-21,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,0,2,0.0,0,0
2025-01-22,18:00,Croissant - Plain Butter,10,8.0,20,19,0,14,0.0,0,0
2025-01-22,19:00,Croissant - Plain Butter,10,7.0,30,19,3,11,21.0,3,1
2025-01-22,20:00,Croissant - Plain Butter,10,6.0,40,19,4,7,24.0,4,1
2025-01-22,18:00,Assorted Cakes,15,12.0,20,12,2,1,24.0,2,1
2025-01-22,19:00,Assorted Cakes,15,10.5,30,12,1,0,10.5,1,1
2025-01-22,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,5,3,112.0,5,1
2025-01-22,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,0,3,0.0,0,0
2025-01-22,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,2,1,33.6,2,1
2025-01-23,18:00,Croissant - Plain Butter,10,8.0,20,18,0,9,0.0,0,0
2025-01-23,19:00,Croissant - Plain Butter,10,7.0,30,18,0,9,0.0,0,0
2025-01-23,20:00,Croissant - Plain Butter,10,6.0,40,18,2,7,12.0,2,1
2025-01-23,18:00,Assorted Cakes,15,12.0,20,12,2,5,24.0,2,1
2025-01-23,19:00,Assorted Cakes,15,10.5,30,12,5,0,52.5,5,1
2025-01-23,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,1,2,22.4,1,1
2025-01-23,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,0,2,0.0,0,0
2025-01-23,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,0,2,0.0,0,0
2025-01-24,18:00,Croissant - Plain Butter,10,8.0,20,14,4,1,32.0,4,1
2025-01-24,19:00,Croissant - Plain Butter,10,7.0,30,14,0,1,0.0,0,0
2025-01-24,20:00,Croissant - Plain Butter,10,6.0,40,14,0,1,0.0,0,0
2025-01-24,18:00,Assorted Cakes,15,12.0,20,12,4,1,48.0,4,1
2025-01-24,19:00,Assorted Cakes,15,10.5,30,12,0,1,0.0,0,0
2025-01-24,20:00,Assorted Cakes,15,9.0,40,12,0,1,0.0,0,0
2025-01-24,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,4,0,89.6,4,1
2025-01-25,18:00,Croissant - Plain Butter,10,8.0,20,12,5,0,40.0,5,1
2025-01-25,18:00,Assorted Cakes,15,12.0,20,15,1,7,12.0,1,1
2025-01-25,19:00,Assorted Cakes,15,10.5,30,15,2,5,21.0,2,1
2025-01-25,20:00,Assorted Cakes,15,9.0,40,15,1,4,9.0,1,1
2025-01-25,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,0,4,0.0,0,0
2025-01-25,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,3,1,58.8,3,1
2025-01-25,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,0,1,0.0,0,0
2025-01-26,18:00,Croissant - Plain Butter,10,8.0,20,15,0,7,0.0,0,0
2025-01-26,19:00,Croissant - Plain Butter,10,7.0,30,15,1,6,7.0,1,1
2025-01-26,20:00,Croissant - Plain Butter,10,6.0,40,15,3,3,18.0,3,1
2025-01-26,18:00,Assorted Cakes,15,12.0,20,16,0,8,0.0,0,0
2025-01-26,19:00,Assorted Cakes,15,10.5,30,16,1,7,10.5,1,1
2025-01-26,20:00,Assorted Cakes,15,9.0,40,16,0,7,0.0,0,0
2025-01-26,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,0,2,0.0,0,0
2025-01-26,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,0,2,0.0,0,0
2025-01-26,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,2,0,33.6,2,1
2025-01-27,18:00,Croissant - Plain Butter,10,8.0,20,19,5,7,40.0,5,1
2025-01-27,19:00,Croissant - Plain Butter,10,7.0,30,19,3,4,21.0,3,1
2025-01-27,20:00,Croissant - Plain Butter,10,6.0,40,19,0,4,0.0,0,0
2025-01-27,18:00,Assorted Cakes,15,12.0,20,17,5,6,60.0,5,1
2025-01-27,19:00,Assorted Cakes,15,10.5,30,17,5,1,52.5,5,1
2025-01-27,20:00,Assorted Cakes,15,9.0,40,17,1,0,9.0,1,1
2025-01-27,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,0,2,0.0,0,0
2025-01-27,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,0,2,0.0,0,0
2025-01-27,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,1,1,16.8,1,1
2025-01-28,18:00,Croissant - Plain Butter,10,8.0,20,13,1,7,8.0,1,1
2025-01-28,19:00,Croissant - Plain Butter,10,7.0,30,13,1,6,7.0,1,1
2025-01-28,20:00,Croissant - Plain Butter,10,6.0,40,13,0,6,0.0,0,0
2025-01-28,18:00,Assorted Cakes,15,12.0,20,19,5,5,60.0,5,1
2025-01-28,19:00,Assorted Cakes,15,10.5,30,19,3,2,31.5,3,1
2025-01-28,20:00,Assorted Cakes,15,9.0,40,19,0,2,0.0,0,0
2025-01-28,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,1,6,22.4,1,1
2025-01-28,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,2,4,39.2,2,1
2025-01-28,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,3,1,50.4,3,1
2025-01-29,18:00,Croissant - Plain Butter,10,8.0,20,15,5,4,40.0,5,1
2025-01-29,19:00,Croissant - Plain Butter,10,7.0,30,15,3,1,21.0,3,1
2025-01-29,20:00,Croissant - Plain Butter,10,6.0,40,15,1,0,6.0,1,1
2025-01-29,18:00,Assorted Cakes,15,12.0,20,18,5,2,60.0,5,1
2025-01-29,19:00,Assorted Cakes,15,10.5,30,18,1,1,10.5,1,1
2025-01-29,20:00,Assorted Cakes,15,9.0,40,18,1,0,9.0,1,1
2025-01-29,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,3,0,67.2,3,1
2025-01-30,18:00,Croissant - Plain Butter,10,8.0,20,20,4,6,32.0,4,1
2025-01-30,19:00,Croissant - Plain Butter,10,7.0,30,20,0,6,0.0,0,0
2025-01-30,20:00,Croissant - Plain Butter,10,6.0,40,20,0,6,0.0,0,0
2025-01-30,18:00,Assorted Cakes,15,12.0,20,15,0,11,0.0,0,0
2025-01-30,19:00,Assorted Cakes,15,10.5,30,15,0,11,0.0,0,0
2025-01-30,20:00,Assorted Cakes,15,9.0,40,15,5,6,45.0,5,1
2025-01-30,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,3,2,67.2,3,1
2025-01-30,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,0,2,0.0,0,0
2025-01-30,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,0,2,0.0,0,0
2025-01-31,18:00,Croissant - Plain Butter,10,8.0,20,16,0,2,0.0,0,0
2025-01-31,19:00,Croissant - Plain Butter,10,7.0,30,16,0,2,0.0,0,0
2025-01-31,20:00,Croissant - Plain Butter,10,6.0,40,16,0,2,0.0,0,0
2025-01-31,18:00,Assorted Cakes,15,12.0,20,12,2,0,24.0,2,1
2025-01-31,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,1,4,22.4,1,1
2025-01-31,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,3,1,58.8,3,1
2025-01-31,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,1,0,16.8,1,1
2025-02-01,18:00,Croissant - Plain Butter,10,8.0,20,14,2,5,16.0,2,1
2025-02-01,19:00,Croissant - Plain Butter,10,7.0,30,14,4,1,28.0,4,1
2025-02-01,20:00,Croissant - Plain Butter,10,6.0,40,14,0,1,0.0,0,0
2025-02-01,18:00,Assorted Cakes,15,12.0,20,19,3,10,36.0,3,1
2025-02-01,19:00,Assorted Cakes,15,10.5,30,19,4,6,42.0,4,1
2025-02-01,20:00,Assorted Cakes,15,9.0,40,19,4,2,36.0,4,1
2025-02-01,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,0,2,0.0,0,0
2025-02-01,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,0,2,0.0,0,0
2025-02-01,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,0,2,0.0,0,0
2025-02-02,18:00,Croissant - Plain Butter,10,8.0,20,15,0,10,0.0,0,0
2025-02-02,19:00,Croissant - Plain Butter,10,7.0,30,15,3,7,21.0,3,1
2025-02-02,20:00,Croissant - Plain Butter,10,6.0,40,15,3,4,18.0,3,1
2025-02-02,18:00,Assorted Cakes,15,12.0,20,14,5,1,60.0,5,1
2025-02-02,19:00,Assorted Cakes,15,10.5,30,14,1,0,10.5,1,1
2025-02-02,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,3,1,67.2,3,1
2025-02-02,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,1,0,19.6,1,1
2025-02-03,18:00,Croissant - Plain Butter,10,8.0,20,18,5,3,40.0,5,1
2025-02-03,19:00,Croissant - Plain Butter,10,7.0,30,18,1,2,7.0,1,1
2025-02-03,20:00,Croissant - Plain Butter,10,6.0,40,18,0,2,0.0,0,0
2025-02-03,18:00,Assorted Cakes,15,12.0,20,13,3,4,36.0,3,1
2025-02-03,19:00,Assorted Cakes,15,10.5,30,13,2,2,21.0,2,1
2025-02-03,20:00,Assorted Cakes,15,9.0,40,13,1,1,9.0,1,1
2025-02-03,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,2,8,44.8,2,1
2025-02-03,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,0,8,0.0,0,0
2025-02-03,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,5,3,84.0,5,1
2025-02-04,18:00,Croissant - Plain Butter,10,8.0,20,21,2,1,16.0,2,1
2025-02-04,19:00,Croissant - Plain Butter,10,7.0,30,21,0,1,0.0,0,0
2025-02-04,20:00,Croissant - Plain Butter,10,6.0,40,21,0,1,0.0,0,0
2025-02-04,18:00,Assorted Cakes,15,12.0,20,18,4,8,48.0,4,1
2025-02-04,19:00,Assorted Cakes,15,10.5,30,18,4,4,42.0,4,1
2025-02-04,20:00,Assorted Cakes,15,9.0,40,18,3,1,27.0,3,1
2025-02-04,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,4,3,89.6,4,1
2025-02-04,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,1,2,19.6,1,1
2025-02-04,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,2,0,33.6,2,1
2025-02-05,18:00,Croissant - Plain Butter,10,8.0,20,14,3,6,24.0,3,1
2025-02-05,19:00,Croissant - Plain Butter,10,7.0,30,14,2,4,14.0,2,1
2025-02-05,20:00,Croissant - Plain Butter,10,6.0,40,14,1,3,6.0,1,1
2025-02-05,18:00,Assorted Cakes,15,12.0,20,16,0,2,0.0,0,0
2025-02-05,19:00,Assorted Cakes,15,10.5,30,16,2,0,21.0,2,1
2025-02-05,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,1,2,22.4,1,1
2025-02-05,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,0,2,0.0,0,0
2025-02-05,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,1,1,16.8,1,1
2025-02-06,18:00,Croissant - Plain Butter,10,8.0,20,18,1,3,8.0,1,1
2025-02-06,19:00,Croissant - Plain Butter,10,7.0,30,18,2,1,14.0,2,1
2025-02-06,20:00,Croissant - Plain Butter,10,6.0,40,18,1,0,6.0,1,1
2025-02-06,18:00,Assorted Cakes,15,12.0,20,20,1,3,12.0,1,1
2025-02-06,19:00,Assorted Cakes,15,10.5,30,20,3,0,31.5,3,1
2025-02-06,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,1,3,22.4,1,1
2025-02-06,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,1,2,19.6,1,1
2025-02-06,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,1,1,16.8,1,1
2025-02-07,18:00,Croissant - Plain Butter,10,8.0,20,14,3,6,24.0,3,1
2025-02-07,19:00,Croissant - Plain Butter,10,7.0,30,14,5,1,35.0,5,1
2025-02-07,20:00,Croissant - Plain Butter,10,6.0,40,14,0,1,0.0,0,0
2025-02-07,18:00,Assorted Cakes,15,12.0,20,17,3,5,36.0,3,1
2025-02-07,19:00,Assorted Cakes,15,10.5,30,17,0,5,0.0,0,0
2025-02-07,20:00,Assorted Cakes,15,9.0,40,17,0,5,0.0,0,0
2025-02-07,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,2,0,44.8,2,1
2025-02-08,18:00,Croissant - Plain Butter,10,8.0,20,16,0,3,0.0,0,0
2025-02-08,19:00,Croissant - Plain Butter,10,7.0,30,16,0,3,0.0,0,0
2025-02-08,20:00,Croissant - Plain Butter,10,6.0,40,16,1,2,6.0,1,1
2025-02-08,18:00,Assorted Cakes,15,12.0,20,12,0,7,0.0,0,0
2025-02-08,19:00,Assorted Cakes,15,10.5,30,12,0,7,0.0,0,0
2025-02-08,20:00,Assorted Cakes,15,9.0,40,12,3,4,27.0,3,1
2025-02-08,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,0,10,0.0,0,0
2025-02-08,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,4,6,78.4,4,1
2025-02-08,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,0,6,0.0,0,0
2025-02-09,18:00,Croissant - Plain Butter,10,8.0,20,12,3,3,24.0,3,1
2025-02-09,19:00,Croissant - Plain Butter,10,7.0,30,12,2,1,14.0,2,1
2025-02-09,20:00,Croissant - Plain Butter,10,6.0,40,12,1,0,6.0,1,1
2025-02-09,18:00,Assorted Cakes,15,12.0,20,16,5,4,60.0,5,1
2025-02-09,19:00,Assorted Cakes,15,10.5,30,16,2,2,21.0,2,1
2025-02-09,20:00,Assorted Cakes,15,9.0,40,16,0,2,0.0,0,0
2025-02-09,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,1,4,22.4,1,1
2025-02-09,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,0,4,0.0,0,0
2025-02-09,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,4,0,67.2,4,1
2025-02-10,18:00,Croissant - Plain Butter,10,8.0,20,21,0,7,0.0,0,0
2025-02-10,19:00,Croissant - Plain Butter,10,7.0,30,21,0,7,0.0,0,0
2025-02-10,20:00,Croissant - Plain Butter,10,6.0,40,21,2,5,12.0,2,1
2025-02-10,18:00,Assorted Cakes,15,12.0,20,14,2,1,24.0,2,1
2025-02-10,19:00,Assorted Cakes,15,10.5,30,14,1,0,10.5,1,1
2025-02-10,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,1,8,22.4,1,1
2025-02-10,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,4,4,78.4,4,1
2025-02-10,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,4,0,67.2,4,1
2025-02-11,18:00,Croissant - Plain Butter,10,8.0,20,21,0,8,0.0,0,0
2025-02-11,19:00,Croissant - Plain Butter,10,7.0,30,21,5,3,35.0,5,1
2025-02-11,20:00,Croissant - Plain Butter,10,6.0,40,21,0,3,0.0,0,0
2025-02-11,18:00,Assorted Cakes,15,12.0,20,19,2,9,24.0,2,1
2025-02-11,19:00,Assorted Cakes,15,10.5,30,19,1,8,10.5,1,1
2025-02-11,20:00,Assorted Cakes,15,9.0,40,19,1,7,9.0,1,1
2025-02-11,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,2,0,44.8,2,1
2025-02-12,18:00,Croissant - Plain Butter,10,8.0,20,22,4,12,32.0,4,1
2025-02-12,19:00,Croissant - Plain Butter,10,7.0,30,22,1,11,7.0,1,1
2025-02-12,20:00,Croissant - Plain Butter,10,6.0,40,22,2,9,12.0,2,1
2025-02-12,18:00,Assorted Cakes,15,12.0,20,20,4,5,48.0,4,1
2025-02-12,19:00,Assorted Cakes,15,10.5,30,20,2,3,21.0,2,1
2025-02-12,20:00,Assorted Cakes,15,9.0,40,20,2,1,18.0,2,1
2025-02-12,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,2,9,44.8,2,1
2025-02-12,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,5,4,98.0,5,1
2025-02-12,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,3,1,50.4,3,1
2025-02-13,18:00,Croissant - Plain Butter,10,8.0,20,18,2,7,16.0,2,1
2025-02-13,19:00,Croissant - Plain Butter,10,7.0,30,18,5,2,35.0,5,1
2025-02-13,20:00,Croissant - Plain Butter,10,6.0,40,18,1,1,6.0,1,1
2025-02-13,18:00,Assorted Cakes,15,12.0,20,22,2,0,24.0,2,1
2025-02-13,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,4,6,89.6,4,1
2025-02-13,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,3,3,58.8,3,1
2025-02-13,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,3,0,50.4,3,1
2025-02-14,18:00,Croissant - Plain Butter,10,8.0,20,18,4,0,32.0,4,1
2025-02-14,18:00,Assorted Cakes,15,12.0,20,14,4,5,48.0,4,1
2025-02-14,19:00,Assorted Cakes,15,10.5,30,14,5,0,52.5,5,1
2025-02-14,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,2,8,44.8,2,1
2025-02-14,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,4,4,78.4,4,1
2025-02-14,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,1,3,16.8,1,1
2025-02-15,18:00,Croissant - Plain Butter,10,8.0,20,17,5,8,40.0,5,1
2025-02-15,19:00,Croissant - Plain Butter,10,7.0,30,17,2,6,14.0,2,1
2025-02-15,20:00,Croissant - Plain Butter,10,6.0,40,17,4,2,24.0,4,1
2025-02-15,18:00,Assorted Cakes,15,12.0,20,19,2,2,24.0,2,1
2025-02-15,19:00,Assorted Cakes,15,10.5,30,19,2,0,21.0,2,1
2025-02-15,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,3,7,67.2,3,1
2025-02-15,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,1,6,19.6,1,1
2025-02-15,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,1,5,16.8,1,1
2025-02-16,18:00,Croissant - Plain Butter,10,8.0,20,21,4,5,32.0,4,1
2025-02-16,19:00,Croissant - Plain Butter,10,7.0,30,21,2,3,14.0,2,1
2025-02-16,20:00,Croissant - Plain Butter,10,6.0,40,21,3,0,18.0,3,1
2025-02-16,18:00,Assorted Cakes,15,12.0,20,20,2,8,24.0,2,1
2025-02-16,19:00,Assorted Cakes,15,10.5,30,20,0,8,0.0,0,0
2025-02-16,20:00,Assorted Cakes,15,9.0,40,20,1,7,9.0,1,1
2025-02-16,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,1,4,22.4,1,1
2025-02-16,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,0,4,0.0,0,0
2025-02-16,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,1,3,16.8,1,1
2025-02-17,18:00,Croissant - Plain Butter,10,8.0,20,14,2,6,16.0,2,1
2025-02-17,19:00,Croissant - Plain Butter,10,7.0,30,14,2,4,14.0,2,1
2025-02-17,20:00,Croissant - Plain Butter,10,6.0,40,14,0,4,0.0,0,0
2025-02-17,18:00,Assorted Cakes,15,12.0,20,13,4,5,48.0,4,1
2025-02-17,19:00,Assorted Cakes,15,10.5,30,13,3,2,31.5,3,1
2025-02-17,20:00,Assorted Cakes,15,9.0,40,13,0,2,0.0,0,0
2025-02-17,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,3,3,67.2,3,1
2025-02-17,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,0,3,0.0,0,0
2025-02-17,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,3,0,50.4,3,1
2025-02-18,18:00,Croissant - Plain Butter,10,8.0,20,12,1,6,8.0,1,1
2025-02-18,19:00,Croissant - Plain Butter,10,7.0,30,12,3,3,21.0,3,1
2025-02-18,20:00,Croissant - Plain Butter,10,6.0,40,12,3,0,18.0,3,1
2025-02-18,18:00,Assorted Cakes,15,12.0,20,19,3,12,36.0,3,1
2025-02-18,19:00,Assorted Cakes,15,10.5,30,19,0,12,0.0,0,0
2025-02-18,20:00,Assorted Cakes,15,9.0,40,19,4,8,36.0,4,1
2025-02-18,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,1,6,22.4,1,1
2025-02-18,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,4,2,78.4,4,1
2025-02-18,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,2,0,33.6,2,1
2025-02-19,18:00,Croissant - Plain Butter,10,8.0,20,12,4,1,32.0,4,1
2025-02-19,19:00,Croissant - Plain Butter,10,7.0,30,12,0,1,0.0,0,0
2025-02-19,20:00,Croissant - Plain Butter,10,6.0,40,12,0,1,0.0,0,0
2025-02-19,18:00,Assorted Cakes,15,12.0,20,18,1,7,12.0,1,1
2025-02-19,19:00,Assorted Cakes,15,10.5,30,18,2,5,21.0,2,1
2025-02-19,20:00,Assorted Cakes,15,9.0,40,18,1,4,9.0,1,1
2025-02-19,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,0,3,0.0,0,0
2025-02-19,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,0,3,0.0,0,0
2025-02-19,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,3,0,50.4,3,1
2025-02-20,18:00,Croissant - Plain Butter,10,8.0,20,15,1,2,8.0,1,1
2025-02-20,19:00,Croissant - Plain Butter,10,7.0,30,15,0,2,0.0,0,0
2025-02-20,20:00,Croissant - Plain Butter,10,6.0,40,15,1,1,6.0,1,1
2025-02-20,18:00,Assorted Cakes,15,12.0,20,20,5,4,60.0,5,1
2025-02-20,19:00,Assorted Cakes,15,10.5,30,20,0,4,0.0,0,0
2025-02-20,20:00,Assorted Cakes,15,9.0,40,20,3,1,27.0,3,1
2025-02-20,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,1,14,22.4,1,1
2025-02-20,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,1,13,19.6,1,1
